coordinates
              latitude          longitude ilosc
1          52.23752936        21.00948042     1
2          52.23776325        21.00761585     1
3         52.238126175       21.010395725     1
4          52.23915958        21.01130398     1
5    52.24419258666667 21.013297719999997     1
6            52.246361        21.01250889     1
7    52.23645028333333  20.99769611111111     1
8   52.239578529411766  20.99903161764706     1
9    52.24068994615384 21.003222769230767     1
10   52.24295829230769 20.998648815384616     2
11          52.2448886 20.997678280000002     1
12          52.2457745         20.9914352     1
13      52.24713108125      20.9941623375     1
14         52.24907566        20.99037638     2
15        52.251489425 20.998998133333334     1
16   52.25049528888889 21.012669433333333     1
17  52.250188364705885  21.01095735882353     1
18   52.23782776666667 21.019579133333334     1
19   52.23760638181818 21.021771836363637     1
20   52.22541523448276  21.02423497586207     1
21   52.22696404166667 21.025203216666664     2
22           52.230021  21.01810208666667     1
23   52.22493103076923  21.01524347692308     1
24   52.22277523333333       21.022048575     1
25          52.2207473         21.0204311     1
26         52.21617081        21.02240794     4
27   52.21539038333333 21.021042833333333     1
28   52.22144892857143  21.01566907142857     1
29  52.225807180000004 21.013589080000003     1
30   52.20286064545454  21.05084900454545     1
31    52.2121711313253 21.064224226506024     1
32         52.20927527        21.05043352     1
33  52.201696935294116  21.04053050588235     1
34   52.20247308076923 21.043450319230768     1
35  52.198622879411765  21.04611611470588     1
36   52.20495786111111  21.04590403888889     1
37   52.20563066521739 21.039259926086956     1
38          52.2058126 21.037436831428572     1
39          52.2064693     21.03923564375     2
40   52.21037095555556  21.02989728888889     1
41  52.199102565853664  21.03934090487805     1
42   52.20905568571429 21.021293514285713     1
43  52.228635489999995 20.997525019999998     1
44         52.23206224        20.98807822     1
45   52.23284496153846         20.9889531     1
46         52.23610196         20.9902606     1
47   52.23788996666667        20.99190825     1
48          52.2394688        20.99227705     1
49          52.2634356  21.17712978910891     2
50       52.2427902125        20.99022925     1
51         52.24243465        20.98830325     1
52  52.243692239285714 20.986903910714286     1
53        52.247007725        20.98633165     1
54          52.2450298         20.9823624     1
55   52.24449694347826  20.98276695217391     1
56  52.238693915384616 20.978469815384614     1
57   52.23113278461538 20.935742292307694     1
58   52.22943322857142 20.934101057142858     1
59   52.23302646470589 20.936588020588236     3
60   52.23644070714286 20.945661435714285     1
61   52.23499900595238 20.959402938095238     3
62         52.23930035         20.9722993     1
63   52.23922844166667        20.96405055     1
64   52.24499456363636  20.96214937272727     1
65      52.24365068125        20.96226265     2
66          52.2425444        20.96174646     1
67          52.2401412  20.97128905909091     1
68         52.23891695 20.970923866666666     1
69   52.23882740833333 20.969116904166665     1
70  52.238432493333335        20.97607464     1
71   52.22661033804348         20.9769604     1
72  52.230506365217394 20.961756717391303     1
73           52.228841         20.9626169     1
74  52.231412517391306  20.96943188695652     1
75    52.2327416902439 20.965929263414633     3
76      52.22709835625     20.95532476875     3
77   52.22393911388889       20.953946475     2
78  52.231962939999995        20.95377096     1
79        52.223771116       20.942257166     4
80  52.221099405882356 20.932437617647057     1
81  52.224451688461535 20.900595015384614     1
82   52.22588347777778 20.903477527777778     1
83   52.22976098636364 20.900782795454546     1
84  52.232756022000004       20.896691403     1
85   52.23425535888889 20.901037523333333     3
86  52.224756347328245  20.89040751755725     2
87   52.22127823061224 20.907999373469387     2
88   52.22149434583333  20.90709441388889     1
89   52.22354060476191 20.908365526190476     1
90   52.22768266666667        20.91781385     1
91   52.24420521538462 20.954291646153845     1
92   52.24633008333333        20.95495195     1
93          52.2476341 20.950342369999998     1
94   52.24096842631579 20.916241134736843     1
95   52.24913827816092  20.91928833678161     1
96   52.24221156821192  20.90143752913907     1
97   52.25424145529412 20.907226943529412     2
98   52.26451343157895 20.899796868421053     2
99   52.25304400361991 20.917446354298644     3
100 52.254853860504205 20.933542544957984     5
101  52.26066544285714 20.984474414285714     1
102         52.2606447       20.982523275     2
103 52.260747594117646 20.997432676470588     1
104  52.26004326666667         20.9986863     1
105         52.2617655         20.9952252     1
106  52.26432564285714         20.9801748     1
107        52.26975262        20.97596766     1
108 52.269132678571424  20.97447107857143     1
109 52.274126064516125 20.981343038709678     1
110 52.275656095833334 20.982018645833335     2
111 52.282684477272724 20.981535434090908     1
112  52.27674291923077 20.983295823076922     1
113  52.28264000666667 20.972842038787878     1
114 52.278682409090905  20.96464961818182     1
115 52.272401933333335          20.962184     1
116  52.26396242962963 20.961619207407406     1
117  52.26170772727273 20.959159204545454     2
118  52.26107164634146 20.967542397560976     1
119  52.26501384705882 20.966500747058824     1
120  52.25619037307692  20.97025543076923     1
121  52.27738186617647  20.94606638970588     2
122  52.28303232857143 20.952543957142858     1
123     52.28298978125     20.94255071875     1
124  52.27330845833333       20.943507925     1
125          52.266643       20.946212625     2
126  52.26784412462686 20.947181150746268     4
127  52.27916817142857 20.959187685714287     2
128  52.26850964807692 20.938818459615387     1
129  52.27104983684211 20.941573768421055     4
130        52.27158595        20.93879905     2
131 52.273760744444445         20.9532885     1
132  52.27520450769231 20.954652353846154     1
133  52.27578089318182  20.93521015909091     2
134 52.284525564864865  20.92761154864865     1
135  52.28547156481481 20.916076341666667     2
136         52.2803806  20.93651028181818     1
137  52.28576213333333 20.933713716666666     1
138         52.2863073 20.925755683333335     1
139  52.29425835661765  20.89340327132353     1
140 52.274472782456144 20.926014692982456     1
141  52.27831562558139  20.91702521860465     1
142 52.275893412195124  20.92206372195122     2
143  52.27330225652174 20.920141086956523     1
144        52.29110225      20.9452150375     1
145  52.29298710909091 20.940306503030303     1
146         52.2203564 20.985245283333334     1
147         52.2182095  21.00206501785714     1
148     52.21313521875       20.979227425     2
149         52.2132623  20.98073331111111     1
150  52.20526707692308  20.97325646923077     1
151 52.205635247500005       20.976792055     1
152  52.20526409523809 20.982044633333334     1
153        52.20302666        20.98330718     1
154      52.2025679125     20.97019505625     1
155        52.20029935 20.981618516666664     1
156  52.19547907826087 20.977408895652175     1
157        52.15082205        20.96553315     1
158  52.18891578421053 20.959007377192982     1
159  52.19335395714286 20.961731342857142     1
160 52.198022173333335 20.942200953333334     1
161  52.18797627205882 20.945784719117647     1
162   52.1798902159091 20.938797190909092     1
163  52.22216190714286 20.984356142857145     1
164  52.22047641111111 20.978145505555556     1
165         52.2173962 20.981574444444444     1
166  52.21382776222222 20.968175040000002     1
167      52.2111937375       20.973522075     1
168  52.21153736666667 20.971190566666667     1
169  52.21068412040817  20.96591807755102     1
170  52.20817986666667  20.97221401904762     1
171  52.20670208666667 20.968787523333333     1
172      52.2041356875       20.969775675     1
173  52.20085111666667 20.962855196666666     1
174  52.20455711428571         20.9690184     1
175  52.21191182962963  20.91281462839506     1
176 52.210734768421055 20.934863589473686     1
177   52.2010505829653  20.91051794164038     3
178 52.197690726666664 20.928289166666666     1
179 52.203299124000004       20.922589124     1
180  52.19165831990506  20.88508306863924    18
181  52.20155020564854 20.863232295606693     3
182  52.21126467307692 21.021530573076923     1
183 52.207415935294115 21.013069805882353     1
184      52.2048773125        21.00426525     1
185 52.211087638461535 21.020048969230768     2
186  52.20249726363636 21.011585727272728     1
187  52.20358678333333 21.009756016666664     1
188  52.19827159322034 21.014302947457626     1
189 52.190070195652176 21.023875095652176     1
190     52.19679896875       20.998238925     1
191      52.1960498425      20.9941576725     1
192 52.189132903448275 20.998377360344826     1
193       52.190902516 21.005027128000002     1
194  52.19049468461539  21.01142937692308     1
195 52.186653832558136 21.019998874418604     1
196        52.18469784        21.01278805     1
197   52.1749453117647 21.012929058823527     1
198 52.183385038157894  21.00516912236842     2
199         52.1863064       20.992782724     1
200  52.18300853384615        21.01339036     1
201 52.166782482608696  21.01246108695652     1
202 52.167828785000005        21.00571136     1
203  52.16964127333333 21.005095893333333     1
